"rowname";"resHeaders";"Headquarters";"Value.chain";"Website";"Species";"Production.process";"Industry..Applications.";"Industry.subsector.tags";"Investors";"Association.focus";"Founding.year";"Annual.production..wet.weight.";"Start.up.scale.up.";"Investments";"Total.disclosed.investments.since.2020";"Development.stage";"Grants.associated";"Researchers.associated";"Team";"SEO.Slug";"SEO.Index";"fundraising"
114;"Auskelp";"Australia";"Farming & harvesting";"https://www.auskelp.net/";"Ecklonia radiata";"Aquaculture";"";"";"";"";2020;"0 - not started yet";NA;"";"$0";"Research / product development";"";"";"";"auskelp";"true";""
115;"Austevoll Seaweed Farm (Flyt Seaweed)";"Norway";"Farming & harvesting";"https://www.flytseaweed.com/";"Saccharina latissima";"Aquaculture";"Food";"";"";"";2013;"10 - 100 tonnes";NA;"";"$0";"Scale-up / Industrialisation";"$2,642,715";"";"Male CEO
Male founded";"austevoll-seaweed-farm-flyt-seaweed";"true";""
116;"Australian Kelp Products";"Australia";"Farming & harvesting
Applications";"http://auskelp.com.au/";"";"Harvesting";"Plant & soil nutrition
Feed";"";"";"";NA;"10 - 100 tonnes";NA;"";"$0";"";"";"";"";"australian-kelp-products";"true";""
117;"Australian Seaweed Institute";"Australia";"Multi-stakeholder platform";"https://www.australianseaweedinstitute.com.au/";"";"";"";"";"";"Growing the industry";NA;"";NA;"";"$0";"";"";"";"";"australian-seaweed-institute";"true";""
118;"Australian Sustainable Seaweed Alliance";"Australia";"Multi-stakeholder platform";"https://www.seaweedalliance.org.au/";"";"";"";"";"";"Growing the industry";NA;"";NA;"";"$0";"";"";"";"";"australian-sustainable-seaweed-alliance";"true";""
119;"Awganic Inputs";"Jamaica";"Farming & harvesting
Applications";"";"Sargassum sp.";"Harvesting";"Feed
Personal care
HABs";"Livestock feed";"";"";2019;"0 - not started yet";NA;"";"$0";"Research / product development";"";"";"Male CEO
Male founded";"awganic-inputs";"true";""
120;"Ayibo Food";"China";"Farming & harvesting
Applications";"http://www.ayibofood.com/";"Porphyra yezoensis";"";"Food";"Dried/raw seaweed
Snacks and seasoning";"";"";NA;"";NA;"";"$0";"";"";"";"";"ayibo-food";"true";""
121;"B.A. Ponla Enterprises";"Philippines";"Distribution";"";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"ba-ponla-enterprises";"true";""
122;"B'zeos";"Norway";"Applications";"https://www.bzeos.com/";"";"";"Bioplastics";"";"Sustainable Ocean Alliance
EIT Food Accelerator Network";"";2017;"";NA;"";"$0";"Research / product development";"$1,688,093
$792,712
$1,860,073";"";"Male CEO
Male founded";"bzeos";"true";""
123;"B&V";"Italy";"Applications";"https://www.agar.com/en/";"";"";"Hydrocolloids";"Agar";"";"";NA;"";NA;"";"$0";"";"";"";"";"bv";"true";""
124;"Babuyan Seaweed Planters Association";"Philippines";"Farming & harvesting";"";"";"Aquaculture";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"babuyan-seaweed-planters-association";"true";""
125;"Bantimurung Indah";"Indonesia";"Applications";"http://bantimurungindah.com/";"";"";"Hydrocolloids";"Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"bantimurung-indah";"true";""
126;"Barents Seaweed";"Norway";"Farming & harvesting";"https://algenett.no/Deltakere/?Article=20";"";"Aquaculture";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"barents-seaweed";"true";""
127;"Barnacle Foods";"USA";"Farming & harvesting
Applications";"https://www.barnaclefoods.com/";"";"Harvesting
Aquaculture";"Food";"";"Sealaska";"";2016;"10 - 100 tonnes";NA;"$1,500,000";"$1,500,000";"";"";"";"";"barnacle-foods";"true";""
128;"Baroy Marine Products";"Philippines";"Distribution";"";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"baroy-marine-products";"true";""
129;"Base Co.";"Japan";"Applications";"http://base39.jp/index.html";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"base-co";"true";""
130;"Beijing Century Bokang Pharmaceutical Technology Co., Ltd";"China";"Applications
Farming & harvesting";"http://haornd.xinyaohui.com/";"Fucus sp.";"";"Pharmaceuticals";"";"";"";2005;"";NA;"";"$0";"";"";"";"";"beijing-century-bokang-pharmaceutical-technology-co-ltd";"true";""
131;"Belize Women’s Seaweed Farmers Association";"Belize";"Farming & harvesting
Applications";"https://bwsfa.com/";"";"Aquaculture";"Food";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"belize-women’s-seaweed-farmers-association";"true";""
132;"BeoBio Teoranta / Seamegro";"Ireland";"Farming & harvesting
Applications";"https://seamegro.com/";"Ascophyllum nodosum
Laminaria sp.";"Harvesting
Aquaculture";"Plant & soil nutrition
Feed";"";"";"";2017;"";NA;"";"$0";"Validation / Traction";"";"";"";"beobio-teoranta-/-seamegro";"true";""
133;"BettaF!sh";"Germany";"Applications";"http://betterfish.de/";"";"";"Food";"";"Pale Blue Dot
Astanor Ventures";"";2020;"";NA;"Unnamed record";"$0";"Validation / Traction";"";"";"Mixed founding team";"bettafsh";"true";""
134;"Better Plants";"Ireland";"Applications";"http://betterplants.ie/";"";"";"Plant & soil nutrition
Feed";"Livestock feed
Aquafeed";"";"";NA;"";NA;"";"$0";"";"";"";"";"better-plants";"true";""
135;"Beve Sea Enterprises";"Philippines";"Distribution";"";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"beve-sea-enterprises";"true";""
136;"Bia Farraige Arann Seaweed";"Ireland";"Farming & harvesting
Applications";"https://www.linkedin.com/company/bia-farraige-arann-seaweed/about/";"";"Harvesting";"Food
Personal care";"Snacks and seasoning";"";"";2017;"";NA;"";"$0";"";"";"";"";"bia-farraige-arann-seaweed";"true";""
137;"Big Island Abalone Corporation";"USA";"Farming & harvesting";"https://www.bigislandabalone.com/";"";"Aquaculture
Land-based";"";"";"";"";NA;"100 - 1000 tonnes";NA;"";"$0";"";"";"";"";"big-island-abalone-corporation";"true";""
138;"Bio Molenez";"France";"Farming & harvesting
Applications";"https://www.bio-molenez.com/";"Asparagopsis armata
Chondrus sp.
Corallina sp.
Fucus sp.
Himanthalia sp.";"Harvesting";"Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"bio-molenez";"true";""
139;"Bioalgas";"Brazil";"Farming & harvesting
Applications";"http://bioalgas.com.br/";"Kappaphycus alvarezii";"Aquaculture";"Hydrocolloids
Plant & soil nutrition";"Carrageenan";"";"";2012;"";NA;"";"$0";"";"";"";"";"bioalgas";"true";""
140;"BioAtlantis Limited";"Ireland";"Applications
Farming & harvesting";"https://www.bioatlantis.com/";"Laminaria hyperborea
Laminaria digitata";"Harvesting";"Feed
Nutraceuticals
Plant & soil nutrition";"Livestock feed";"Kernel Capital";"";2004;"1000 - 10 000 tonnes";NA;"";"$0";"Scale-up / Industrialisation";"";"";"Male CEO
Male founded";"bioatlantis-limited";"true";""
141;"Biocean";"France";"Farming & harvesting";"https://www.biocean-algues-marines.com/";"Fucus vesiculosus
Himanthalia elongata
Palmaria palmata
Porphyra sp.
Saccharina latissima";"Harvesting";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"biocean";"true";""
142;"Bioform";"Canada";"Applications";"https://bioform.tech/";"";"";"Bioplastics";"";"Ramen Ventures
Nelson Investments";"";2019;"";NA;"Unnamed record";"$0";"Research / product development";"";"";"";"bioform";"true";""
143;"BiogasTiger (FWE Energy)";"Germany";"Applications";"https://www.fwe.energy/biogastiger/";"Sargassum sp.";"";"HABs
Energy";"Biogas";"";"";NA;"";NA;"";"$0";"";"";"";"";"biogastiger-fwe-energy";"true";""
144;"Biomara";"UK";"Applications";"https://www.biomara.tech/";"";"";"Nutraceuticals
Pharmaceuticals";"Fucoidans";"";"";2022;"";NA;"";"$0";"Research / product development";"";"";"";"biomara";"true";""
145;"Biomarine";"France";"Multi-stakeholder platform";"https://biomarine.org/";"";"";"";"";"";"Growing the industry";NA;"";NA;"";"$0";"";"";"";"";"biomarine";"true";""
146;"Biomaya";"Mexico";"Farming & harvesting
Applications";"https://www.biomaya.mx/";"Sargassum sp.";"Harvesting";"Personal care
HABs";"";"";"";2020;"100 - 1000 tonnes";NA;"";"$0";"";"";"";"";"biomaya";"true";""
147;"Biome Algae Ltd.";"UK";"Farming & harvesting
Monitoring tech";"https://www.biomealgae.co.uk/aquasmart-offshore";"";"Aquaculture
Offshore";"";"";"";"";2018;"100 - 1000 tonnes";NA;"";"$0";"Pilot / Demonstration";"$63,940";"";"Female CEO
Female founded";"biome-algae-ltd";"true";""
148;"Biopac";"Indonesia";"Applications
Farming & harvesting";"https://biopac.id/";"";"";"Bioplastics";"";"";"";2019;"10 - 100 tonnes";NA;"";"$0";"Validation / Traction";"$1,000,000";"";"Female CEO
Female founded";"biopac";"true";""
149;"Biopaxium";"UK";"Applications";"";"";"";"Bioplastics";"";"";"";2017;"";NA;"";"$0";"Research / product development";"$473,754";"";"Male CEO
Male founded";"biopaxium";"true";""
150;"BioPilotsUK";"UK";"Research
Processing / Biorefinery";"https://biopilotsuk.com/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"biopilotsuk";"true";""
151;"Biorma";"Venezuela";"Farming & harvesting";"http://biormaaquaculture.com/";"E. cottonii
E. spinosum";"Aquaculture
Harvesting";"";"";"";"";NA;"1000 - 10 000 tonnes";NA;"";"$0";"";"";"";"";"biorma-";"true";""
152;"Biosynth Carbosynth";"Switzerland";"Applications";"https://www.carbosynth.com/";"";"";"Hydrocolloids";"Agar
Carrageenan
Alginate";"";"";NA;"";NA;"";"$0";"";"";"";"";"biosynth-carbosynth";"true";""
153;"Biotech Marine (Seppic)";"France";"Farming & harvesting";"https://www.seppic.com/en/about-us/production-sites/biotechmarine-france";"";"Harvesting";"Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"biotech-marine-seppic";"true";""
154;"Biotechnica";"UK";"Applications";"https://www.biotechnica.co.uk/";"Ascophyllum nodosum";"";"Plant & soil nutrition";"";"";"";1993;"";NA;"";"$0";"Mature / Public";"";"";"";"biotechnica";"true";""
155;"Biotic";"Israel";"Applications";"https://www.biotic-labs.com/";"";"";"Bioplastics";"";"MassChallenge
Rockstart Agrifood
EIT Food Accelerator Network";"";2020;"";NA;"";"$0";"Research / product development";"";"";"Mixed founding team
Male CEO";"biotic";"true";""
156;"BLG / Shanghai Brilliant Gums";"China";"Farming & harvesting
Applications";"http://en.sh-blg.com/site/production_detail/149";"";"";"Hydrocolloids";"Carrageenan
Agar";"";"";1996;"100 000 - 1 000 000 tonnes";NA;"";"$0";"";"";"";"";"blg-/-shanghai-brilliant-gums";"true";""
157;"Blu3";"USA";"Farming & harvesting
Applications";"https://blu3.io/";"";"Aquaculture";"Construction
Carbon sequestration
Energy";"";"";"";2022;"";NA;"";"$0";"Research / product development";"";"";"";"blu3";"true";""
158;"Blue Carbon Services";"Australia";"Consulting";"https://bluecarbonservices.com.au/";"";"";"Carbon sequestration";"";"";"";NA;"";NA;"";"$0";"";"$683,880";"";"";"blue-carbon-services";"true";""
159;"Blue Dot Sea Farms";"USA";"Farming & harvesting";"https://bluedotseafarms.com/";"";"Aquaculture
IMTA";"Food";"";"Maritime Blue";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"$138,517
$99,997";"";"";"blue-dot-sea-farms";"true";""
160;"Blue Evolution";"USA";"Farming & harvesting";"https://www.blueevolution.com/";"";"Aquaculture";"";"";"";"";2013;"100 - 1000 tonnes";NA;"";"$0";"Scale-up / Industrialisation";"";"";"Male CEO
Male founded";"blue-evolution";"true";""
161;"Blue Food";"Sweden";"Multi-stakeholder platform
Research";"https://www.kth.se/bluefood";"";"";"";"";"";"Research platform";NA;"";NA;"";"$0";"";"";"";"";"blue-food";"true";""
162;"Blue Green Mexico (Sargablocks)";"Mexico";"Farming & harvesting
Applications";"http://blue-green.com.mx/";"Sargassum sp.";"Harvesting";"Construction
HABs";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"blue-green-mexico-sargablocks";"true";""
163;"Blue Meadow (failed)";"USA";"Monitoring tech";"www.bluemeadow.ai";"";"";"";"";"Sea Ahead";"";2021;"";NA;"";"$0";"Failed / Zombie";"";"";"Male CEO";"blue-meadow-failed";"true";""
164;"Blue Microbe";"UK";"Research";"https://www.bluemicrobe.co.uk/news";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"blue-microbe";"true";""
165;"Blue Oasis Technology";"Portugal";"Conservation & restoration";"https://www.blueoasis.technology/";"";"";"";"Coastal defense";"Blue Bio Value";"";2021;"";NA;"";"$0";"Research / product development";"";"";"Male CEO
Male founded";"blue-oasis-technology";"true";""
166;"Blue Ocean Barns";"USA";"Applications
Farming & harvesting";"https://www.blueoceanbarns.com/";"Asparagopsis sp.";"Aquaculture";"Feed";"Livestock methane reduction";"Elemental Excelerator
Valor Siren Ventures";"";2019;"0 - 10 tonnes";NA;"$5,000,000
$20,000,000";"$25,000,000";"Pilot / Demonstration";"$304,000";"";"Mixed founding team
Female CEO";"blue-ocean-barns";"true";""
167;"Blue Silo Aquaculture";"USA";"Infrastructure & equipment";"https://bluesiloaqua.com/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"blue-silo-aquaculture";"true";""
168;"Blue Symbiosis";"Australia";"Infrastructure & equipment";"https://bluesymbiosis.com/";"";"";"";"";"";"";2021;"";NA;"";"$0";"Research / product development";"$250,000";"";"";"blue-symbiosis";"true";""
169;"Blue Ventures";"UK";"Multi-stakeholder platform";"https://blueventures.org/";"";"";"";"";"";"Improving farmers' lives";NA;"";NA;"";"$0";"";"";"";"";"blue-ventures";"true";""
170;"Blue Wave Futures";"USA";"Farming & harvesting";"https://bluewavefutures.com/";"";"Aquaculture";"";"";"";"";NA;"0 - not started yet";NA;"";"$0";"";"";"";"";"blue-wave-futures";"true";""
171;"blue[c]weed";"France";"Consulting";"https://www.bluecweed.com/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"bluecweed";"true";""
172;"BlueBlocks";"Netherlands";"Applications";"https://www.blueblocks.nl/";"";"";"Bioplastics
Construction";"";"";"";2018;"";NA;"";"$0";"Research / product development";"";"";"Female CEO
Female founded";"blueblocks";"true";""
173;"BlueCarbon";"New Zealand";"Research";"https://bluecarbon.co.nz/";"";"";"Carbon sequestration";"";"";"";NA;"";NA;"";"$0";"";"$683,880";"";"";"bluecarbon";"true";""
174;"BlueCs";"Norway";"Certification";"https://www.bluecs.net/";"";"";"";"Ecosystem services certificate";"";"";2020;"";NA;"";"$0";"Research / product development";"";"";"Male CEO
Male founded";"bluecs";"true";""
175;"Bodina Naturals";"India";"Applications";"https://www.bodinanaturals.com/naturals-extracts";"";"";"Nutraceuticals
Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"bodina-naturals";"true";""
176;"Bohus SeaCulture";"Sweden";"Farming & harvesting";"http://www.seaculture.se/";"Saccharina latissima";"Aquaculture";"Food";"";"";"";2017;"0 - 10 tonnes";NA;"";"$0";"Pilot / Demonstration";"$9,358,759";"";"Male CEO
Male founded";"bohus-seaculture";"true";""
177;"Born Maverick";"UK";"Applications";"";"";"";"Food";"Seafood substitute";"";"";2020;"";NA;"";"$0";"Research / product development";"$94,047";"";"Male CEO
Male founded";"born-maverick";"true";""
178;"Borneo Ocean Nauly";"Indonesia";"Farming & harvesting";"https://oceannauly.com/";"E. cottonii
Gracilaria sp.";"";"";"";"";"";NA;"10 000 - 100 000 tonnes";NA;"";"$0";"";"";"";"";"borneo-ocean-nauly";"true";""
179;"Boyang Co";"South Korea";"Applications";"https://www.jobkorea.co.kr/company/45736036";"";"";"Food";"Snacks and seasoning
Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"boyang-co";"true";""
180;"BPPT Seaweed Team";"Indonesia";"Multi-stakeholder platform";"https://www.bppt.go.id/profil/organisasi/deputi-tab/36-berita-bppt-3/berita-teknologi-sumberdaya-alam-kebencanaan/390-eksistensi-rumput-laut-indonesia";"";"";"";"";"";"Growing the industry";NA;"";NA;"";"$0";"";"";"";"";"bppt-seaweed-team";"true";""
181;"Brandon Bioscience";"Ireland";"Farming & harvesting
Applications";"http://www.brandonbioscience.com/";"Ascophyllum nodosum";"Harvesting";"Plant & soil nutrition";"";"EASME - EU Executive Agency for SMEs";"";NA;"";NA;"";"$0";"";"";"";"";"brandon-bioscience";"true";""
182;"Bretagne Cosmétiques Marins";"France";"Farming & harvesting
Applications";"http://thalion.com/";"Chondrus crispus
Fucus vesiculosus
Laminaria digitata
Lithothamnium calcareum";"Harvesting";"Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"bretagne-cosmétiques-marins";"true";""
183;"Bretalg";"France";"Farming & harvesting";"https://bretalg.com/";"Himanthalia elongata
Palmaria palmata
Porphyra sp.
Saccharina latissima";"Harvesting";"Food";"";"";"";1991;"100 - 1000 tonnes";NA;"";"$0";"";"";"";"";"bretalg";"true";""
184;"Buanatama Fajar Abadi (Pr1megum)";"Indonesia";"Applications";"https://www.pr1megum.com/";"";"";"Hydrocolloids";"Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"buanatama-fajar-abadi-pr1megum";"true";""
185;"Byotrol Technology Ltd";"UK";"Applications";"https://byotrolplc.com/";"";"";"Pharmaceuticals";"";"";"";NA;"";NA;"";"$0";"";"$765,334";"";"";"byotrol-technology-ltd";"true";""
186;"C-Bio";"Ireland";"Farming & harvesting
Applications";"http://cbio.ie/";"";"Harvesting";"Plant & soil nutrition";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"c-bio";"true";""
187;"C-Weed";"Tanzania";"Farming & harvesting";"https://cweed.com/";"E. spinosum";"Aquaculture";"";"";"";"";NA;"10 000 - 100 000 tonnes";NA;"";"$0";"";"";"";"";"c-weed";"true";""
188;"C-weed Aquaculture";"France";"Farming & harvesting
Applications";"https://www.c-weed-aquaculture.com/en/";"Alaria esculenta
Saccharina latissima
Undaria sp.";"Aquaculture
Offshore";"Personal care
Food";"";"";"";NA;"10 - 100 tonnes";NA;"";"$0";"";"$12,726,187";"";"";"c-weed-aquaculture";"true";""
189;"C.A. Goudey & Assoc. (Tendocean)";"USA";"Infrastructure & equipment";"http://www.cagoudey.com/";"";"";"";"";"";"";2018;"";NA;"";"$0";"";"$909,901";"";"";"ca-goudey--assoc-tendocean";"true";""
190;"Cahaya Cemerlang (CC Carrageenan)";"Indonesia";"Applications";"http://cahayacarrageenan.com/home-ind.html";"";"";"Hydrocolloids";"Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"cahaya-cemerlang-cc-carrageenan";"true";""
191;"Caldic";"Netherlands";"Applications";"https://www.caldic.com/en-gb/markets/food/dairy/hydrocolloids";"";"";"Hydrocolloids";"Agar
Alginate
Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"caldic";"true";""
192;"Caledonian Seaweeds Ltd";"UK";"Consulting
Distribution";"http://caledonianseaweeds.com/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"caledonian-seaweeds-ltd";"true";""
193;"Canadian Kelp Resources";"Canada";"Farming & harvesting
Applications
Consulting";"https://canadiankelp.com/";"Saccharina latissima
Nereocystis luetkeana
Laminaria sp.
Alaria sp.
Macrocystis sp.";"Aquaculture
Harvesting";"Food";"";"";"";1982;"";NA;"";"$0";"";"";"";"";"canadian-kelp-resources";"true";""
194;"Canadian Pacifico Seaweeds";"Canada";"Farming & harvesting
Infrastructure & equipment";"https://canadianpacificoseaweeds.com/";"";"Aquaculture";"Personal care
Food";"";"";"";NA;"10 - 100 tonnes";NA;"";"$0";"";"";"";"";"canadian-pacifico-seaweeds";"true";""
195;"Canopy Blue";"Australia";"Farming & harvesting";"https://canopyblue.co/";"";"Aquaculture";"";"";"";"";2021;"";NA;"";"$0";"Research / product development";"";"";"";"canopy-blue";"true";""
196;"Câr-y-Môr";"UK";"Farming & harvesting";"https://carymor.wales/";"";"Aquaculture
IMTA";"";"";"";"";2018;"0 - 10 tonnes";NA;"";"$0";"";"$408,264";"";"";"câr-y-môr";"true";""
197;"Carbonwave (formerly C-Combinator)";"USA";"Farming & harvesting
Applications";"https://www.c-combinator.com/";"Sargassum sp.";"Harvesting";"Plant & soil nutrition
HABs
Personal care";"";"Baruch Future Ventures
Incite
Sea Ahead";"";2020;"100 - 1000 tonnes";NA;"$337,547";"$337,547";"Pilot / Demonstration";"";"";"Male CEO
Male founded";"carbonwave-formerly-c-combinator";"true";""
198;"Cargill";"USA";"Applications";"";"";"";"Hydrocolloids";"Carrageenan
Alginate";"";"";NA;"";NA;"";"$0";"";"";"";"";"cargill";"true";""
199;"Carraig Fhada";"Ireland";"Farming & harvesting
Applications";"";"";"Harvesting";"Personal care";"";"";"";NA;"10 - 100 tonnes";NA;"";"$0";"";"";"";"";"carraig-fhada";"true";""
200;"Cartron Point Shellfish";"Ireland";"Breeding & propagation";"https://www.linkedin.com/in/freddie-o-mahony-69592aba/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"$9,358,759";"";"";"cartron-point-shellfish";"true";""
201;"Cascadia Seaweed";"Canada";"Farming & harvesting
Applications";"https://www.cascadiaseaweed.com/";"Saccharina latissima
Alaria marginata
Palmaria mollis
Neoagarum";"Aquaculture";"Food";"";"";"";2019;"100 - 1000 tonnes";NA;"$1,000,000";"$1,000,000";"Scale-up / Industrialisation";"$1,426,855";"";"Male CEO
Male founded";"cascadia-seaweed";"true";"$5,000,000"
202;"Ceamsa";"Spain";"Farming & harvesting
Applications";"https://www.ceamsa.com/";"";"Harvesting";"Hydrocolloids";"Carrageenan
Alginate";"";"";1967;"10 000 - 100 000 tonnes";NA;"";"$0";"";"";"";"";"ceamsa";"true";""
