"","rowname","resHeaders","Headquarters","Value.chain","Website","Species","Production.process","Industry..Applications.","Industry.subsector.tags","Investors","Association.focus","Founding year","Annual production (wet weight)","Start-up/scale-up?","Investments","Total disclosed investments since 2020","Development stage","Grants associated","Researchers associated","Team","SEO:Slug","SEO:Index"
"137",137,"Big Island Abalone Corporation","USA","Farming & harvesting","https://www.bigislandabalone.com/","","Aquaculture
Land-based","","","","","","100 - 1000 tonnes","","","$0","","","","","big-island-abalone-corporation","true"
"138",138,"Bio Molenez","France","Farming & harvesting
Applications","https://www.bio-molenez.com/","Asparagopsis armata
Chondrus sp.
Corallina sp.
Fucus sp.
Himanthalia sp.","Harvesting","Personal care","","","","","","","","$0","","","","","bio-molenez","true"
"139",139,"Bioalgas","Brazil","Farming & harvesting
Applications","http://bioalgas.com.br/","Kappaphycus alvarezii","Aquaculture","Hydrocolloids
Plant & soil nutrition","Carrageenan","","","2012","","","","$0","","","","","bioalgas","true"
"140",140,"BioAtlantis Limited","Ireland","Applications
Farming & harvesting","https://www.bioatlantis.com/","Laminaria hyperborea
Laminaria digitata","Harvesting","Feed
Nutraceuticals
Plant & soil nutrition","Livestock feed","Kernel Capital","","2004","1000 - 10 000 tonnes","","","$0","Scale-up / Industrialisation","","","Male CEO
Male founded","bioatlantis-limited","true"
"141",141,"Biocean","France","Farming & harvesting","https://www.biocean-algues-marines.com/","Fucus vesiculosus
Himanthalia elongata
Palmaria palmata
Porphyra sp.
Saccharina latissima","Harvesting","","","","","","","","","$0","","","","","biocean","true"
"142",142,"Bioform","Canada","Applications","https://bioform.tech/","","","Bioplastics","","Ramen Ventures
Nelson Investments","","2019","","","Unnamed record","$0","Research / product development","","","","bioform","true"
"143",143,"BiogasTiger (FWE Energy)","Germany","Applications","https://www.fwe.energy/biogastiger/","Sargassum sp.","","HABs
Energy","Biogas","","","","","","","$0","","","","","biogastiger-fwe-energy","true"
"144",144,"Biomara","UK","Applications","https://www.biomara.tech/","","","Nutraceuticals
Pharmaceuticals","Fucoidans","","","2022","","","","$0","Research / product development","","","","biomara","true"
"145",145,"Biomarine","France","Multi-stakeholder platform","https://biomarine.org/","","","","","","Growing the industry","","","","","$0","","","","","biomarine","true"
"146",146,"Biomaya","Mexico","Farming & harvesting
Applications","https://www.biomaya.mx/","Sargassum sp.","Harvesting","Personal care
HABs","","","","2020","100 - 1000 tonnes","","","$0","","","","","biomaya","true"
"147",147,"Biome Algae Ltd.","UK","Farming & harvesting
Monitoring tech","https://www.biomealgae.co.uk/aquasmart-offshore","","Aquaculture
Offshore","","","","","2018","100 - 1000 tonnes","","","$0","Pilot / Demonstration","$63,940","","Female CEO
Female founded","biome-algae-ltd","true"
"148",148,"Biopac","Indonesia","Applications
Farming & harvesting","https://biopac.id/","","","Bioplastics","","","","2019","10 - 100 tonnes","","","$0","Validation / Traction","$1,000,000","","Female CEO
Female founded","biopac","true"
"149",149,"Biopaxium","UK","Applications","","","","Bioplastics","","","","2017","","","","$0","Research / product development","$473,754","","Male CEO
Male founded","biopaxium","true"
"150",150,"BioPilotsUK","UK","Research
Processing / Biorefinery","https://biopilotsuk.com/","","","","","","","","","","","$0","","","","","biopilotsuk","true"
"151",151,"Biorma","Venezuela","Farming & harvesting","http://biormaaquaculture.com/","E. cottonii
E. spinosum","Aquaculture
Harvesting","","","","","","1000 - 10 000 tonnes","","","$0","","","","","biorma-","true"
"152",152,"Biosynth Carbosynth","Switzerland","Applications","https://www.carbosynth.com/","","","Hydrocolloids","Agar
Carrageenan
Alginate","","","","","","","$0","","","","","biosynth-carbosynth","true"
"153",153,"Biotech Marine (Seppic)","France","Farming & harvesting","https://www.seppic.com/en/about-us/production-sites/biotechmarine-france","","Harvesting","Personal care","","","","","","","","$0","","","","","biotech-marine-seppic","true"
"154",154,"Biotechnica","UK","Applications","https://www.biotechnica.co.uk/","Ascophyllum nodosum","","Plant & soil nutrition","","","","1993","","","","$0","Mature / Public","","","","biotechnica","true"
"155",155,"Biotic","Israel","Applications","https://www.biotic-labs.com/","","","Bioplastics","","MassChallenge
Rockstart Agrifood
EIT Food Accelerator Network","","2020","","","","$0","Research / product development","","","Mixed founding team
Male CEO","biotic","true"
"156",156,"BLG / Shanghai Brilliant Gums","China","Farming & harvesting
Applications","http://en.sh-blg.com/site/production_detail/149","","","Hydrocolloids","Carrageenan
Agar","","","1996","100 000 - 1 000 000 tonnes","","","$0","","","","","blg-/-shanghai-brilliant-gums","true"
"157",157,"Blu3","USA","Farming & harvesting
Applications","https://blu3.io/","","Aquaculture","Construction
Carbon sequestration
Energy","","","","2022","","","","$0","Research / product development","","","","blu3","true"
"158",158,"Blue Carbon Services","Australia","Consulting","https://bluecarbonservices.com.au/","","","Carbon sequestration","","","","","","","","$0","","$683,880","","","blue-carbon-services","true"
"159",159,"Blue Dot Sea Farms","USA","Farming & harvesting","https://bluedotseafarms.com/","","Aquaculture
IMTA","Food","","Maritime Blue","","","0 - 10 tonnes","","","$0","","$138,517
$99,997","","","blue-dot-sea-farms","true"
"160",160,"Blue Evolution","USA","Farming & harvesting","https://www.blueevolution.com/","","Aquaculture","","","","","2013","100 - 1000 tonnes","","","$0","Scale-up / Industrialisation","","","Male CEO
Male founded","blue-evolution","true"
"161",161,"Blue Food","Sweden","Multi-stakeholder platform
Research","https://www.kth.se/bluefood","","","","","","Research platform","","","","","$0","","","","","blue-food","true"
"162",162,"Blue Green Mexico (Sargablocks)","Mexico","Farming & harvesting
Applications","http://blue-green.com.mx/","Sargassum sp.","Harvesting","Construction
HABs","","","","","","","","$0","","","","","blue-green-mexico-sargablocks","true"
"163",163,"Blue Meadow (failed)","USA","Monitoring tech","www.bluemeadow.ai","","","","","Sea Ahead","","2021","","","","$0","Failed / Zombie","","","Male CEO","blue-meadow-failed","true"
"164",164,"Blue Microbe","UK","Research","https://www.bluemicrobe.co.uk/news","","","","","","","","","","","$0","","","","","blue-microbe","true"
"165",165,"Blue Oasis Technology","Portugal","Conservation & restoration","https://www.blueoasis.technology/","","","","Coastal defense","Blue Bio Value","","2021","","","","$0","Research / product development","","","Male CEO
Male founded","blue-oasis-technology","true"
"166",166,"Blue Ocean Barns","USA","Applications
Farming & harvesting","https://www.blueoceanbarns.com/","Asparagopsis sp.","Aquaculture","Feed","Livestock methane reduction","Elemental Excelerator
Valor Siren Ventures","","2019","0 - 10 tonnes","","$5,000,000
$20,000,000","$25,000,000","Pilot / Demonstration","$304,000","","Mixed founding team
Female CEO","blue-ocean-barns","true"
"167",167,"Blue Silo Aquaculture","USA","Infrastructure & equipment","https://bluesiloaqua.com/","","","","","","","","","","","$0","","","","","blue-silo-aquaculture","true"
"168",168,"Blue Symbiosis","Australia","Infrastructure & equipment","https://bluesymbiosis.com/","","","","","","","2021","","","","$0","Research / product development","$250,000","","","blue-symbiosis","true"
"169",169,"Blue Ventures","UK","Multi-stakeholder platform","https://blueventures.org/","","","","","","Improving farmers' lives","","","","","$0","","","","","blue-ventures","true"
"170",170,"Blue Wave Futures","USA","Farming & harvesting","https://bluewavefutures.com/","","Aquaculture","","","","","","0 - not started yet","","","$0","","","","","blue-wave-futures","true"
"171",171,"blue[c]weed","France","Consulting","https://www.bluecweed.com/","","","","","","","","","","","$0","","","","","bluecweed","true"
"172",172,"BlueBlocks","Netherlands","Applications","https://www.blueblocks.nl/","","","Bioplastics
Construction","","","","2018","","","","$0","Research / product development","","","Female CEO
Female founded","blueblocks","true"
"173",173,"BlueCarbon","New Zealand","Research","https://bluecarbon.co.nz/","","","Carbon sequestration","","","","","","","","$0","","$683,880","","","bluecarbon","true"
"174",174,"BlueCs","Norway","Certification","https://www.bluecs.net/","","","","Ecosystem services certificate","","","2020","","","","$0","Research / product development","","","Male CEO
Male founded","bluecs","true"
"175",175,"Bodina Naturals","India","Applications","https://www.bodinanaturals.com/naturals-extracts","","","Nutraceuticals
Personal care","","","","","","","","$0","","","","","bodina-naturals","true"
"176",176,"Bohus SeaCulture","Sweden","Farming & harvesting","http://www.seaculture.se/","Saccharina latissima","Aquaculture","Food","","","","2017","0 - 10 tonnes","","","$0","Pilot / Demonstration","$9,358,759","","Male CEO
Male founded","bohus-seaculture","true"
"177",177,"Born Maverick","UK","Applications","","","","Food","Seafood substitute","","","2020","","","","$0","Research / product development","$94,047","","Male CEO
Male founded","born-maverick","true"
"178",178,"Borneo Ocean Nauly","Indonesia","Farming & harvesting","https://oceannauly.com/","E. cottonii
Gracilaria sp.","","","","","","","10 000 - 100 000 tonnes","","","$0","","","","","borneo-ocean-nauly","true"
"179",179,"Boyang Co","South Korea","Applications","https://www.jobkorea.co.kr/company/45736036","","","Food","Snacks and seasoning
Dried/raw seaweed","","","","","","","$0","","","","","boyang-co","true"
"180",180,"BPPT Seaweed Team","Indonesia","Multi-stakeholder platform","https://www.bppt.go.id/profil/organisasi/deputi-tab/36-berita-bppt-3/berita-teknologi-sumberdaya-alam-kebencanaan/390-eksistensi-rumput-laut-indonesia","","","","","","Growing the industry","","","","","$0","","","","","bppt-seaweed-team","true"
"181",181,"Brandon Bioscience","Ireland","Farming & harvesting
Applications","http://www.brandonbioscience.com/","Ascophyllum nodosum","Harvesting","Plant & soil nutrition","","EASME - EU Executive Agency for SMEs","","","","","","$0","","","","","brandon-bioscience","true"
"182",182,"Bretagne Cosmétiques Marins","France","Farming & harvesting
Applications","http://thalion.com/","Chondrus crispus
Fucus vesiculosus
Laminaria digitata
Lithothamnium calcareum","Harvesting","Personal care","","","","","","","","$0","","","","","bretagne-cosmétiques-marins","true"
"183",183,"Bretalg","France","Farming & harvesting","https://bretalg.com/","Himanthalia elongata
Palmaria palmata
Porphyra sp.
Saccharina latissima","Harvesting","Food","","","","1991","100 - 1000 tonnes","","","$0","","","","","bretalg","true"
"184",184,"Buanatama Fajar Abadi (Pr1megum)","Indonesia","Applications","https://www.pr1megum.com/","","","Hydrocolloids","Carrageenan","","","","","","","$0","","","","","buanatama-fajar-abadi-pr1megum","true"
"185",185,"Byotrol Technology Ltd","UK","Applications","https://byotrolplc.com/","","","Pharmaceuticals","","","","","","","","$0","","$765,334","","","byotrol-technology-ltd","true"
"186",186,"C-Bio","Ireland","Farming & harvesting
Applications","http://cbio.ie/","","Harvesting","Plant & soil nutrition","","","","","","","","$0","","","","","c-bio","true"
"187",187,"C-Weed","Tanzania","Farming & harvesting","https://cweed.com/","E. spinosum","Aquaculture","","","","","","10 000 - 100 000 tonnes","","","$0","","","","","c-weed","true"
"188",188,"C-weed Aquaculture","France","Farming & harvesting
Applications","https://www.c-weed-aquaculture.com/en/","Alaria esculenta
Saccharina latissima
Undaria sp.","Aquaculture
Offshore","Personal care
Food","","","","","10 - 100 tonnes","","","$0","","$12,726,187","","","c-weed-aquaculture","true"
"189",189,"C.A. Goudey & Assoc. (Tendocean)","USA","Infrastructure & equipment","http://www.cagoudey.com/","","","","","","","2018","","","","$0","","$909,901","","","ca-goudey--assoc-tendocean","true"
"190",190,"Cahaya Cemerlang (CC Carrageenan)","Indonesia","Applications","http://cahayacarrageenan.com/home-ind.html","","","Hydrocolloids","Carrageenan","","","","","","","$0","","","","","cahaya-cemerlang-cc-carrageenan","true"
"191",191,"Caldic","Netherlands","Applications","https://www.caldic.com/en-gb/markets/food/dairy/hydrocolloids","","","Hydrocolloids","Agar
Alginate
Carrageenan","","","","","","","$0","","","","","caldic","true"
"192",192,"Caledonian Seaweeds Ltd","UK","Consulting
Distribution","http://caledonianseaweeds.com/","","","","","","","","","","","$0","","","","","caledonian-seaweeds-ltd","true"
"193",193,"Canadian Kelp Resources","Canada","Farming & harvesting
Applications
Consulting","https://canadiankelp.com/","Saccharina latissima
Nereocystis luetkeana
Laminaria sp.
Alaria sp.
Macrocystis sp.","Aquaculture
Harvesting","Food","","","","1982","","","","$0","","","","","canadian-kelp-resources","true"
"194",194,"Canadian Pacifico Seaweeds","Canada","Farming & harvesting
Infrastructure & equipment","https://canadianpacificoseaweeds.com/","","Aquaculture","Personal care
Food","","","","","10 - 100 tonnes","","","$0","","","","","canadian-pacifico-seaweeds","true"
"195",195,"Canopy Blue","Australia","Farming & harvesting","https://canopyblue.co/","","Aquaculture","","","","","2021","","","","$0","Research / product development","","","","canopy-blue","true"
"196",196,"Câr-y-Môr","UK","Farming & harvesting","https://carymor.wales/","","Aquaculture
IMTA","","","","","2018","0 - 10 tonnes","","","$0","","$408,264","","","câr-y-môr","true"
"197",197,"Carbonwave (formerly C-Combinator)","USA","Farming & harvesting
Applications","https://www.c-combinator.com/","Sargassum sp.","Harvesting","Plant & soil nutrition
HABs
Personal care","","Baruch Future Ventures
Incite
Sea Ahead","","2020","100 - 1000 tonnes","","$337,547","$337,547","Pilot / Demonstration","","","Male CEO
Male founded","carbonwave-formerly-c-combinator","true"
"198",198,"Cargill","USA","Applications","","","","Hydrocolloids","Carrageenan
Alginate","","","","","","","$0","","","","","cargill","true"
"199",199,"Carraig Fhada","Ireland","Farming & harvesting
Applications","","","Harvesting","Personal care","","","","","10 - 100 tonnes","","","$0","","","","","carraig-fhada","true"
"200",200,"Cartron Point Shellfish","Ireland","Breeding & propagation","https://www.linkedin.com/in/freddie-o-mahony-69592aba/","","","","","","","","","","","$0","","$9,358,759","","","cartron-point-shellfish","true"
